size,bedrooms,age,price
70,2,6,186660
189,5,96,472337
70,6,70,270918
182,5,84,455149
81,4,96,214934
189,4,11,474520
167,6,6,476085
65,1,75,115131
84,4,5,271375
214,4,69,493902
165,2,75,358389
156,1,42,315717
124,6,72,362603
38,4,27,159350
116,6,87,353901
152,4,0,411136
169,5,93,421945
282,5,30,668945
250,2,78,521528
128,5,37,367480
99,4,75,271485
177,3,31,410684
245,3,82,542033
284,1,14,590688
127,6,32,385400
124,6,74,362331
157,2,91,318917
148,2,95,299525
66,6,50,256356
141,3,14,360227
31,6,26,195229
37,4,13,169985
135,4,18,357616
93,3,41,248071
223,6,66,568613
257,6,25,648781
135,4,45,348160
154,4,62,382175
253,1,32,508300
251,4,20,586012
60,6,58,253979
178,2,52,378818
177,2,36,388753
120,4,98,291251
272,5,8,675017
262,3,38,581150
260,2,88,533831
274,4,34,629657
275,2,56,571974
38,2,82,99122
226,2,70,480701
104,1,34,221551
297,3,88,627038
169,6,66,461765
236,1,8,502384
84,2,36,201860
155,6,71,440422
123,6,63,378112
31,2,2,111927
244,5,43,585847
276,2,23,586354
186,6,97,487121
158,6,34,461608
132,6,51,403312
212,1,48,435261
130,2,41,285100
202,3,60,452902
200,4,29,492517
38,6,9,215781
100,2,52,220637
134,4,52,354730
67,1,87,132175
255,6,17,650432
139,2,47,302373
48,3,1,179851
239,1,35,498288
260,2,11,566767
151,5,15,414064
158,5,68,411703
52,4,88,167879
115,6,96,331808
280,2,52,590037
81,1,64,170499
147,5,35,395003
248,6,44,630094
261,5,89,606783
43,6,12,239933
40,6,35,212309
118,2,29,265881
121,2,26,278076
97,3,58,237807
260,2,79,532807
46,1,92,76890
217,6,96,545417
251,2,88,508873
111,4,48,293049
117,3,4,314866
119,6,53,360356
73,2,27,177599
108,4,13,315041
147,6,21,434320
296,6,71,720995
198,4,20,497473
140,4,54,354040
257,3,40,571527
139,6,98,379456
130,4,37,347505
268,1,74,525179
94,1,29,208883
87,5,61,277530
99,1,66,192491
148,2,30,325663
290,5,69,669830
153,5,70,395738
203,5,68,496865
162,3,42,390186
99,2,5,250015
281,2,17,602425
75,5,18,272294
66,4,92,203115
71,6,97,253746
265,2,87,544254
202,1,4,417777
43,6,88,191593
45,1,41,94004
71,1,88,128039
276,1,56,562262
220,1,100,434820
43,6,19,229978
190,4,86,439373
288,6,37,710772
163,2,10,379883
105,5,85,309886
274,3,62,605312
69,2,22,178669
286,5,100,648391
190,4,60,447323
289,4,59,645260
52,5,6,216691
163,2,48,358116
204,1,46,421504
170,5,19,460677
223,5,15,562726
241,2,34,525166
146,3,47,339805
217,3,21,509501
222,6,5,600105
50,6,60,217737
238,2,30,517440
265,5,45,627556
299,2,16,633714
61,3,6,188611
230,3,67,502271
300,6,0,748572
162,6,22,473139
272,4,31,638497
129,4,91,317750
300,6,8,749897
167,2,19,368547
102,6,51,333271
117,5,73,329876
238,3,20,533678
154,4,96,363876
218,6,92,556512
250,2,13,544944
158,1,59,308736
229,3,80,503775
110,3,96,258844
178,1,23,375014
147,6,86,411692
204,5,87,494326
180,2,93,363562
73,4,48,226883
240,3,37,547009
288,1,98,559201
85,3,30,241221
286,5,22,687225
199,6,17,546459
61,6,88,237938
49,3,87,130084
179,2,26,394682
136,3,24,344642
161,5,40,425003
232,6,28,597433
82,1,12,193856
262,5,59,619455
54,5,25,220900
76,6,86,264087
282,2,17,610470
195,2,5,441325
47,6,9,233148
288,4,97,637929
229,1,59,465806
238,5,92,571385
34,1,23,80638
43,1,75,74497
201,4,14,504413
95,5,67,278629
155,6,48,441739
271,6,89,662697
165,6,36,475132
91,6,53,300900
139,4,47,369180
207,2,7,453698
189,5,9,493436
299,6,98,717642
176,1,69,348976
145,2,50,327363
274,3,3,631020
101,4,24,287990
110,2,77,248925
288,2,9,620268
261,3,42,581265
244,1,11,506960
48,6,95,207632
96,5,68,293144
51,3,80,135696
202,2,63,431759
249,4,95,551519
295,6,12,729017
95,4,99,240988
51,2,7,156247
134,3,49,326436
75,1,49,150446
263,1,41,531574
81,2,98,169963
160,3,45,368705
250,5,70,593009
253,5,13,631705
278,4,97,625595
103,5,26,327786
165,3,95,358321
89,2,38,220970
32,5,57,162559
205,3,30,478626
300,2,52,620711
138,2,82,295465
93,1,13,207942
261,6,88,627391
54,5,47,222696
63,3,36,195411
123,1,91,239447
160,5,21,439800
245,5,73,588116
181,5,82,464013
263,1,66,524284
104,5,100,294999
226,6,72,571333
105,3,72,249573
180,1,98,352198
188,5,79,465771
119,2,13,278860
144,3,99,318029
250,4,72,579545
58,4,79,175152
272,2,50,567857
264,4,3,631283
119,6,27,377341
146,5,77,383421
196,6,84,518139
215,6,31,574646
100,6,71,312173
175,1,44,360752
90,2,88,203355
252,3,3,585797
105,4,75,281754
105,4,84,275117
77,5,48,268573
223,3,52,492585
140,1,71,282391
248,1,86,481374
127,5,40,371727
202,1,32,412492
166,4,69,399280
153,5,98,391982
290,3,80,614329
45,2,61,112931
30,1,85,57839
252,5,50,611756
62,1,14,146087
287,2,9,613061
128,5,42,355035
54,1,48,121095
58,5,82,207350
71,3,80,194874
67,6,41,259380
262,4,99,580206
297,2,74,618926
240,6,18,614448
218,2,81,452768
168,1,63,340239
256,5,36,625403
113,1,91,219313
101,6,51,335088
96,5,17,311490
39,5,11,204724
272,4,6,636874
64,3,2,205218
298,6,68,717411
64,2,25,164640
262,2,11,563947
190,3,91,414211
133,3,51,314162
269,5,10,664212
35,2,21,104931
70,5,20,247015
224,1,28,465624
151,5,85,393412
97,4,63,276695
206,4,15,502238
141,4,9,386264
181,3,33,433216
55,6,21,260566
195,1,18,410762
180,5,5,476097
250,3,36,552333
151,4,26,389796
82,4,60,247504
85,2,59,202772
292,2,23,617263
37,2,81,84623
281,5,68,655776
82,6,24,302955
295,4,21,690360
204,6,62,543073
254,2,97,523159
148,5,31,402367
293,2,69,608834
239,1,43,483300
260,6,2,675348
249,4,87,557099
262,4,89,580401
236,4,30,563273
295,2,1,641563
31,4,69,129106
73,6,21,283512
144,6,44,421144
111,1,50,228994
37,3,69,126056
83,6,33,306068
106,6,9,365532
119,1,73,228346
197,5,50,503965
50,5,75,202506
167,2,55,371954
177,5,2,473388
94,1,42,187311
147,6,69,420593
158,5,37,420459
182,5,43,481779
292,5,80,669163
73,3,44,208206
289,4,96,630773
255,1,45,512866
150,5,51,409266
229,4,25,555670
125,1,78,248611
170,4,99,392955
62,6,80,247119
283,5,68,669937
226,5,19,578228
253,5,63,600843
96,3,66,249500
130,4,95,313251
192,6,67,497221
234,6,23,606581
218,1,89,424225
45,6,46,224384
225,6,79,569274
263,5,4,640403
93,2,35,229752
120,6,43,375072
167,3,23,406956
231,4,75,534912
130,2,45,291639
125,6,31,381961
167,4,28,419175
82,3,51,213987
163,1,87,316943
125,5,97,337271
277,2,43,589549
115,5,21,349826
143,6,28,426050
219,1,28,458330
84,5,90,259819
219,3,3,517844
295,3,49,653706
196,1,78,386300
279,6,36,692175
144,1,24,303447
91,6,65,314905
68,1,61,146228
277,2,6,598125
297,6,42,736270
150,3,4,366218
216,2,50,462078
75,3,37,215066
85,3,41,225228
84,2,93,176485
217,5,27,551945
273,6,67,662390
151,4,57,379597
53,1,79,98108
106,6,82,322775
175,1,4,374995
120,4,49,327741
92,6,75,311161
272,5,7,676026
97,4,0,292902
214,2,30,472851
299,5,98,685213
235,2,17,514042
249,4,7,595831
289,4,96,644338
256,3,38,567291
100,4,90,265071
291,3,94,618562
203,6,75,529826
216,3,100,466438
121,5,16,360579
90,1,88,173828
200,1,17,408405
50,1,19,117454
220,6,29,587612
148,1,30,303296
89,3,40,229268
136,1,41,281738
276,1,66,547287
247,5,94,577368
81,3,38,221118
296,5,78,688352
227,5,79,553476
103,4,88,268077
246,4,81,564052
179,6,52,482105
33,2,46,104485
115,3,36,287453
65,5,27,239864
84,6,17,307439
62,2,25,173876
103,6,0,355989
77,1,48,150065
76,5,31,268210
164,4,20,416683
267,3,3,615249
114,4,51,314596
74,6,58,270598
122,3,61,299812
194,3,95,426900
166,4,17,427616
109,5,4,342063
102,5,11,331342
262,4,84,598546
153,6,13,453661
57,5,23,234202
91,6,60,303752
62,4,87,186247
131,4,100,319119
125,1,41,254556
118,2,73,265375
139,6,52,402809
81,6,54,291113
68,6,38,268542
103,2,21,248252
216,6,31,578526
134,3,71,314694
166,4,15,432026
267,6,95,652157
142,2,50,313497
156,1,73,308699
163,3,73,378122
89,2,57,214979
254,1,23,532511
119,4,8,330111
58,3,31,188126
269,5,63,631486
139,4,90,342711
100,5,71,303604
154,2,19,341320
80,2,46,194613
57,5,24,225077
49,1,33,117960
280,5,87,655456
295,5,64,698042
254,3,87,545100
220,6,65,565710
124,2,81,273130
231,1,96,439925
133,1,35,276899
150,4,82,359887
194,1,58,381976
207,2,26,462294
77,1,99,134289
115,6,75,351411
42,1,38,90315
274,3,83,596556
128,1,78,246233
32,5,53,173204
72,2,87,168647
285,1,77,557973
104,4,6,300545
107,1,26,223757
90,6,89,299484
239,4,96,534175
57,1,77,101124
89,1,48,186995
83,2,23,198171
91,5,92,261245
258,2,92,530437
300,4,31,684086
139,1,37,296939
128,4,48,337853
136,5,1,392460
263,6,85,641878
296,1,19,608642
120,1,11,259920
41,5,87,175136
298,2,43,619086
197,2,19,445940
176,4,16,436160
129,6,46,391067
224,1,94,425440
139,6,85,402640
206,2,99,431518
284,1,99,546584
147,4,15,382649
171,2,54,372164
197,5,46,503293
187,2,27,404086
162,1,95,306117
43,2,61,103363
246,1,46,493906
275,2,71,577815
172,1,21,370230
61,4,92,177997
250,4,75,560733
241,2,16,519744
174,5,83,433307
205,3,33,466996
33,2,89,79753
46,2,7,133285
38,5,46,185888
284,5,98,658593
218,4,100,496101
63,3,56,187937
208,3,36,480531
118,2,32,278914
84,2,32,210330
252,1,14,514845
60,1,100,111848
92,1,26,189473
241,5,29,588689
260,4,35,598948
280,2,54,595317
51,5,1,233536
79,6,85,276001
259,1,18,545223
45,6,13,236030
61,4,10,214405
290,1,52,589042
82,2,6,216737
147,3,10,356566
177,3,67,401229
281,3,25,630127
119,1,90,223440
42,1,72,84457
123,3,68,301105
211,4,54,504473
159,4,3,413503
91,5,0,307936
131,6,99,368965
236,2,56,497930
253,4,55,578879
70,3,74,177499
298,2,17,644764
39,1,7,98916
236,4,54,543682
189,3,80,430310
42,1,14,95057
258,5,62,621514
93,3,4,250043
164,5,30,448821
64,6,72,248032
31,3,31,116755
192,2,5,430372
286,1,75,566752
284,4,100,637860
300,4,81,664929
63,2,59,161743
254,6,15,655584
225,5,71,546188
82,4,48,238062
106,2,62,236593
55,4,61,194311
166,2,29,366108
195,4,23,477711
293,6,75,715500
178,5,72,445933
258,1,8,536454
114,4,84,288973
43,2,59,104070
293,4,69,654020
84,1,52,163999
111,6,85,328898
162,1,69,314142
150,3,87,348928
292,5,64,692559
259,2,14,555136
257,1,93,509412
287,6,75,693495
290,1,9,609311
234,3,38,535334
100,2,97,205140
261,3,66,577414
149,5,56,407208
221,4,1,549265
118,1,3,258303
53,4,60,182492
272,6,11,685492
126,4,72,315989
183,5,51,463598
73,2,65,176373
168,2,76,359476
288,2,59,605248
274,6,81,657239
166,1,75,328620
147,6,15,436475
75,5,54,247086
211,4,5,526199
157,2,62,338509
144,3,92,328566
211,1,99,412481
233,2,37,492680
245,6,81,606874
222,4,69,514547
165,5,54,424239
166,4,65,406236
107,1,56,206980
108,5,43,317149
227,2,20,497651
154,6,52,436218
94,1,64,196204
143,3,68,336911
286,2,78,582146
253,2,33,545749
275,2,96,568875
257,5,73,602033
247,1,79,479477
75,3,9,218427
87,5,96,258735
213,6,96,547250
113,2,91,242949
85,2,27,214768
238,1,43,479913
157,1,32,326725
291,1,51,587493
41,2,46,112723
184,4,18,459391
93,5,12,310254
192,6,4,528732
178,3,3,438386
243,4,8,588202
277,6,8,707701
94,6,33,334282
51,5,69,189493
235,4,70,536766
79,3,10,233511
168,4,66,403027
145,3,79,329452
231,6,48,591484
246,5,84,591042
157,6,74,437370
255,3,64,561889
189,6,11,524325
204,5,33,520074
55,1,15,123416
122,1,87,239855
214,2,89,444900
52,3,14,165706
272,1,54,539427
146,5,68,397994
232,2,53,493101
157,4,90,372121
81,5,74,255916
197,3,76,430428
224,4,0,539610
42,5,83,184556
184,2,38,410178
158,2,6,363211
222,4,87,508177
252,4,63,582249
55,3,55,161589
112,1,39,233713
246,3,62,546719
204,5,3,540517
260,3,98,556250
143,2,100,302594
44,4,16,179546
219,3,51,495093
96,6,23,336521
202,6,37,530975
85,4,80,238944
207,2,6,451900
247,2,23,528680
119,2,37,269132
261,4,61,603130
189,4,17,471554
64,4,3,220196
70,2,35,169274
77,3,64,201631
294,6,49,710365
33,5,1,184150
272,5,66,645578
276,6,63,685111
95,2,10,231665
213,4,100,476446
169,4,17,434587
164,2,81,349526
68,2,93,142434
114,1,26,249926
158,2,94,334086
205,2,55,439328
227,5,6,581712
209,6,21,561674
165,5,22,446350
95,1,85,189267
149,5,41,404897
215,3,6,493630
249,3,39,559439
176,6,59,479493
104,2,9,248050
101,2,19,249062
176,5,78,451897
73,4,56,226646
135,2,85,285616
115,4,21,312606
128,5,68,356235
116,1,60,234587
36,6,69,186391
64,5,100,215682
156,1,32,324979
129,1,49,273351
147,3,92,340069
287,2,34,607918
199,2,39,422787
48,6,100,199402
293,1,91,577587
255,4,64,583791
293,1,54,590716
118,3,32,296535
214,3,33,493808
57,5,26,236133
215,6,8,582368
141,4,90,354103
84,1,82,160702
153,6,76,419641
105,5,58,318260
292,6,32,728857
227,5,72,559181
247,5,67,599058
109,6,76,329596
186,3,61,431565
98,4,13,289786
260,6,17,661516
222,2,4,485334
225,6,32,582935
167,2,26,381843
145,5,57,387532
296,2,30,638612
82,2,14,216412
285,1,50,570148
137,2,66,304465
55,6,73,239053
138,2,18,312769
52,1,1,124665
147,2,0,334533
62,6,66,250246
266,4,48,606555
53,1,65,114558
276,6,49,676387
35,5,10,190682
126,3,49,300445
177,1,92,339908
178,3,83,395794
73,5,65,236552
277,3,53,615833
100,2,40,234136
239,5,40,580200
47,1,25,99553
264,4,23,608914
219,3,42,505478
224,4,9,545259
40,6,5,232283
251,6,49,636230
167,1,9,345827
231,3,38,514635
76,6,28,290046
30,4,69,133014
81,4,78,240181
167,5,60,426374
297,5,1,720635
129,4,53,344764
133,3,70,307614
223,5,92,542794
237,2,49,514287
265,1,67,525870
251,5,71,605640
90,4,67,259102
67,3,3,209956
249,2,46,534461
69,5,58,242155
41,6,76,199357
94,1,11,202948
250,6,97,612947
262,6,66,656517
125,4,1,349519
70,5,0,273731
218,2,9,487505
214,3,65,477300
90,4,62,260172
178,6,11,496120
279,3,49,623130
124,1,12,275954
104,3,11,288541
236,2,55,498725
120,2,18,292564
274,3,65,606255
68,4,6,232261
217,3,16,496048
207,6,37,551417
278,1,40,569257
288,2,0,634939
102,2,46,241883
30,6,73,171391
55,1,80,106084
142,6,43,420235
170,1,58,337425
138,2,35,317401
120,5,20,365349
197,6,100,503174
32,1,11,90508
296,6,66,711588
112,6,33,365631
153,1,17,327952
67,4,69,208627
33,4,8,154730
209,5,82,502133
76,1,73,149983
30,5,22,181398
85,6,11,315921
125,4,10,337429
215,2,56,449344
99,2,5,237075
266,1,55,544452
190,6,1,519750
277,3,89,586238
288,5,100,661232
197,6,37,526638
102,5,66,307946
241,5,71,587378
139,4,44,354709
161,3,60,366786
241,6,11,634464
102,4,25,294186
72,2,98,147117
48,3,42,145687
108,3,99,259798
236,2,87,483202
65,4,37,212190
214,4,32,522371
153,3,19,377184
60,4,34,214280
252,1,95,495066
259,2,75,545955
142,6,32,421016
287,2,70,595949
120,3,29,305937
182,4,17,464901
54,3,42,157939
258,4,35,593642
231,3,57,515195
210,1,46,429611
111,2,72,239189
34,5,4,199122
200,3,13,461192
282,6,89,678540
44,6,76,200933
149,1,10,312280
266,5,49,630504
39,2,42,110864
257,6,49,636168
120,2,81,248379
237,6,79,594555
149,3,34,352124
120,1,10,255431
123,4,40,338543
212,1,1,443774
243,6,6,626186
193,1,43,390831
123,3,83,297074
162,4,81,392734
46,4,36,169036
282,1,97,554714
127,2,59,289895
55,3,90,158329
217,6,3,580356
63,1,1,153467
177,6,79,469485
185,6,1,516260
90,1,35,192410
94,1,27,206238
53,5,78,199113
62,1,69,121226
78,2,83,173836
119,5,45,346341
154,3,87,356782
204,2,5,457840
228,1,4,471343
238,4,72,556127
36,6,2,224234
249,5,7,612614
228,6,56,589246
164,1,99,311317
275,5,34,655506
141,6,24,431086
177,3,74,401686
145,1,0,317865
281,4,48,637950
201,3,1,473742
112,6,44,346762
67,4,27,225634
190,3,16,451417
124,3,13,322852
160,2,74,332403
125,6,73,365697
142,2,39,319247
78,1,1,171646
50,6,53,220320
212,2,0,481727
241,5,32,592161
37,2,14,111296
226,4,56,526807
99,5,0,322227
201,4,42,493634
260,3,72,562297
74,2,75,177450
246,3,21,561551
53,2,30,147732
121,1,88,226435
264,3,45,592061
125,1,32,267336
267,1,88,533324
94,1,56,184353
76,3,20,216394
33,2,24,110537
116,1,82,234122
117,1,45,248184
93,5,73,287818
32,6,46,204131
78,4,13,244472
287,4,27,670748
220,3,70,495042
71,6,75,262254
267,6,60,655487
78,4,71,234533
52,6,6,252730
151,4,68,384587
140,1,70,279302
109,5,74,319115
118,5,35,347869
189,1,84,362544
293,2,21,633222
113,1,6,244420
139,5,37,395785
95,6,29,322832
109,1,32,223105
172,3,62,393334
138,6,16,426799
86,1,53,177593
130,6,1,403746
36,2,4,117211
55,3,91,143491
142,2,16,331982
284,3,16,629982
154,3,91,342955
51,2,64,119465
243,3,6,561941
159,4,25,398094
59,3,91,166092
148,4,58,377860
212,4,74,487544
144,2,98,291127
41,6,20,233602
75,4,87,207625
270,3,48,605726
50,2,74,127796
141,1,100,257955
164,2,94,348134
171,1,79,338084
230,2,19,510995
71,2,15,189755
279,1,64,549230
217,4,71,507677
243,4,58,554129
226,2,89,469310
108,1,73,218581
231,3,46,510580
185,5,36,478947
183,6,4,518849
250,4,25,590032
126,6,28,399397
243,3,1,560505
222,2,58,467018
96,2,49,216813
252,1,11,524283
105,3,27,277665
100,6,43,340979
194,3,86,423557
81,6,65,292817
50,5,94,193554
80,6,79,281755
105,6,30,348195
73,6,76,274307
224,3,28,508386
203,2,17,448431
265,2,46,553487
216,5,30,542369
155,3,25,366138
153,1,10,328987
300,4,51,670517
221,6,34,580517
269,6,49,676871
167,4,42,422061
235,5,91,557390
201,2,46,431461
253,3,72,557672
168,4,49,425885
287,4,8,674919
136,3,16,333191
120,3,36,302722
41,5,89,161659
200,5,39,516047
74,3,23,216877
103,3,100,243163
225,4,38,539436
123,1,30,249443
262,3,17,590051
218,6,75,549888
166,2,49,356415
176,1,85,341676
130,2,20,305613
89,3,99,213778
188,2,91,381429
261,5,52,623409
264,2,13,563392
45,5,82,176197
283,5,45,668472
102,1,10,227070
258,1,71,511802
192,2,26,425486
173,6,22,491386
288,4,33,661550
285,1,14,595692
129,6,20,390829
300,4,43,677636
143,4,59,367242
97,5,55,300117
195,4,24,476789
269,1,14,556531
61,6,5,271701
108,4,68,280860
42,3,41,149611
53,1,3,124780
277,6,22,689395
63,3,23,192278
267,6,24,668329
247,1,77,488067
146,5,88,375844
141,4,67,348045
283,2,4,610903
92,2,48,216133
209,6,19,567377
230,2,92,464077
125,5,92,344080
156,3,16,382839
210,6,87,532186
150,2,21,336540
256,2,89,522629
297,5,77,683911
30,3,46,122121
143,3,28,344033
146,4,54,363254
289,3,4,656785
233,1,6,496662
265,1,65,525141
229,5,63,551758
288,2,25,618488
49,1,1,128701
93,2,50,209269
211,6,70,541283
123,6,11,397754
252,6,97,613789
162,4,61,396163
196,4,96,452206
97,2,26,230700
108,2,20,264657
38,6,13,230704
179,3,19,426741
108,6,85,328033
121,6,45,377271
59,4,23,209860
138,3,83,309415
229,2,81,481288
155,1,82,295959
58,3,50,177114
171,1,30,345206
278,6,40,687507
186,1,83,372205
195,2,1,431950
142,4,22,378349
59,5,100,202398
234,2,73,494316
217,4,8,531083
171,4,5,441846
193,3,72,424582
119,6,84,346605
218,1,54,438170
66,1,72,129413
198,4,34,472954
76,5,92,242519
138,5,41,389373
284,3,23,625772
274,1,17,556795
159,2,55,341187
37,1,79,73657
79,2,93,163742
106,3,9,280012
154,6,55,439222
266,5,72,633073
237,1,72,477344
272,2,9,585805
248,4,61,569180
70,5,98,221874
97,4,83,263559
44,4,43,179699
273,6,69,672174
210,2,81,434415
188,2,14,430146
76,6,98,265324
198,3,24,452411
292,6,92,706147
201,2,29,434485
104,1,20,218966
65,3,3,205239
278,4,34,641666
263,3,61,566825
55,1,17,131990
267,4,39,618531
252,4,51,583356
259,5,57,620342
75,4,25,242637
207,4,88,469906
161,3,4,386155
238,2,45,508313
142,4,25,365233
227,3,72,504179
125,4,56,320191
86,6,72,294934
100,5,89,291856
144,3,26,344223
219,5,59,529660
121,3,44,293008
112,5,20,346160
241,6,26,625577
183,2,10,412289
178,5,79,457736
201,5,50,508425
174,4,84,418641
156,3,42,368776
179,6,28,496872
161,1,39,325375
232,5,77,567503
155,5,31,421069
171,5,57,443541
145,5,34,404832
165,1,67,336594
117,2,28,264364
198,5,53,494004
274,6,27,696061
297,5,34,698668
157,2,13,349061
258,2,7,558879
88,4,97,228620
275,3,38,616792
208,2,36,455126
219,3,60,498189
97,2,4,240409
35,1,38,78914
251,3,48,549900
105,6,78,326121
57,1,18,133457
84,2,99,172161
134,6,59,395322
231,3,67,519693
230,2,42,502282
202,6,86,525045
31,5,55,157584
141,1,33,295612
182,2,33,401523
233,4,28,547573
67,2,69,164446
219,1,26,452319
123,2,52,270363
99,1,31,206986
188,4,37,457200
165,4,26,413131
39,3,29,146170
242,5,94,574384
44,1,70,85282
102,5,35,317498
55,2,83,119738
279,4,36,635710
268,3,24,592630
184,2,40,393915
109,2,68,242813
54,2,20,158320
173,4,50,427086
122,4,96,306635
111,2,25,256373
296,2,79,608060
34,2,2,111605
199,4,73,462332
140,2,1,327127
41,2,25,120311
239,4,56,547819
92,6,54,317351
216,1,56,438587
102,4,78,282787
207,3,31,468456
118,3,82,280330
137,1,10,290670
148,6,74,424623
162,4,21,413300
44,2,34,118719
53,2,69,128099
264,1,74,513936
76,4,91,210942
113,6,16,369190
56,3,7,188596
241,3,84,531306
266,6,99,635728
273,6,81,669826
194,3,52,435669
123,3,6,321258
214,6,69,547851
255,2,100,525373
105,3,64,251500
122,2,40,287621
50,5,100,186247
227,4,97,522690
174,6,32,491817
105,2,62,233362
126,4,73,315300
125,1,16,261370
74,1,15,174397
264,5,5,648723
207,6,70,539629
55,6,9,261290
55,4,37,186381
145,5,19,408951
83,5,79,257651
211,2,76,442031
86,4,13,262457
119,2,63,265507
160,2,28,367070
262,2,20,556703
214,3,19,490129
87,4,22,267549
194,6,33,534169
225,2,24,480449
130,2,37,294847
184,4,2,467185
287,5,63,680464
199,1,34,414624
40,2,1,131861
223,5,87,537647
66,5,98,218063
127,6,57,387480
161,5,89,407352
233,4,81,530455
111,5,94,309772
242,2,34,516461
261,4,60,598449
117,2,45,274587
108,1,53,212439
234,3,69,508143
102,5,17,313110
218,5,92,519366
107,5,36,318434
66,3,98,171251
141,1,19,308779
192,3,96,429656
235,2,55,496007
267,6,92,642251
239,2,79,496120
122,1,55,249352
68,3,84,175893
293,1,82,586262
203,1,24,418109
84,2,83,192439
50,1,34,120205
144,6,20,422104
72,2,19,179492
118,1,47,241901
291,6,14,728605
108,4,69,292069
285,4,38,645076
83,5,14,292794
197,3,71,448204
59,4,39,202413
98,6,0,337395
228,2,72,483665
284,4,81,642784
275,2,40,591064
197,6,49,527563
174,4,95,410184
90,5,55,277236
141,3,84,319307
87,5,18,296090
104,2,9,250734
123,1,39,247495
53,3,20,171288
141,1,36,298512
291,5,98,661467
76,4,78,225431
108,4,75,295969
172,5,88,441063
79,6,20,306832
131,1,94,257407
40,1,28,97955
246,4,2,586708
31,1,0,88397
130,6,20,409669
202,2,69,429377
126,1,0,277543
53,3,22,171052
155,5,30,431016
30,3,70,102303
243,5,21,611099
61,1,57,127245
251,2,58,533091
154,2,22,357412
135,5,78,366427
134,2,61,296953
72,5,43,245537
236,2,50,506905
83,2,55,202092
186,1,0,389437
127,2,84,276975
110,2,28,268748
108,1,86,214313
290,6,28,720246
125,4,94,322063
62,5,61,225261
40,4,61,161754
227,1,83,437223
246,6,92,607331
115,1,81,230236
297,1,83,584529
156,1,79,299575
269,5,56,644026
89,4,64,246026
210,5,53,532790
156,5,88,401594
209,6,63,538639
38,6,93,183737
230,4,47,544282
226,2,78,472396
78,2,41,194287
134,3,78,318420
113,3,41,281924
169,6,55,456295
257,6,38,643272
41,4,34,173970
103,5,52,314062
185,1,97,360548
232,4,2,571629
31,5,100,156506
264,3,87,574519
160,5,45,435709
175,4,35,428466
290,2,77,605717
184,1,52,377340
154,3,58,366806
205,2,51,448655
84,4,37,262345
44,3,37,148555
35,5,21,193467
231,1,41,466200
90,1,20,200057
101,4,5,302999
234,3,70,524720
61,1,69,115270
168,5,32,449949
296,1,98,575056
30,5,69,166180
127,6,5,402809
277,3,85,602722
151,5,76,402123
164,6,13,480931
207,4,30,492477
106,4,100,274142
36,1,0,93974
53,6,44,241191
236,1,75,476544
212,6,26,554166
213,4,37,504381
163,5,24,445761
180,4,57,445860
56,5,97,203923
39,6,15,229393
271,2,53,561944
45,1,80,79686
248,3,88,529826
54,2,34,144087
185,3,16,448308
52,4,61,178586
205,4,71,484735
221,2,38,468065
223,2,100,450130
89,3,44,244974
253,4,17,599535
247,2,23,530724
93,5,1,311471
150,2,81,317263
255,1,33,528148
187,4,49,454347
177,6,100,464671
220,5,28,563486
253,3,21,565758
148,5,28,410041
33,4,10,156495
177,3,93,393193
141,1,21,308127
58,1,94,101563
231,2,84,474456
76,1,91,146076
151,6,18,449981
283,2,54,593270
156,5,44,427608
194,6,86,504126
196,2,23,441951
186,2,87,388546
101,6,40,329322
237,1,64,474137
280,3,78,596553
259,1,7,541209
56,5,81,196145
215,3,76,467639
162,4,58,400868
167,4,29,424397
139,3,98,308425
182,4,67,436892
87,4,15,269678
183,6,73,491855
132,3,37,333960
134,1,42,273781
280,5,68,648792
143,2,15,337362
141,4,10,370249
132,2,82,288277
123,4,4,351209
272,5,68,637537
64,3,22,199925
273,2,1,594946
252,2,40,530051
190,2,15,428587
186,4,41,452569
197,6,28,538614
292,1,12,610973
84,3,54,227075
126,3,35,315501
284,1,94,561102
256,6,48,638127
233,5,8,587970
144,2,50,312474
161,4,80,394090
164,3,6,410575
44,6,4,230075
54,5,76,210756
204,4,29,505321
38,5,29,190553
113,1,90,207784
239,6,66,601119
177,2,83,370460
229,3,94,502262
294,3,79,636401
219,4,21,537984
219,4,42,529911
208,5,16,541584
86,5,6,290470
103,1,56,217730
266,6,68,664762
67,2,38,176128
126,6,77,376006
71,4,1,242353
300,3,33,662571
80,3,26,228541
284,2,66,594419
297,1,10,610971
141,6,3,427678
300,5,43,712034
88,1,73,169853
281,5,10,682014
202,5,1,519342
115,1,56,237935
54,3,40,161843
247,4,74,561206
143,3,11,356859
288,5,96,653277
267,6,1,684033
129,2,86,276529
40,6,95,185982
92,5,30,306152
70,1,31,160053
94,5,60,289072
98,6,40,331454
92,2,92,201178
51,5,7,231603
197,5,12,520658
92,1,36,195339
61,2,38,153752
266,2,51,553883
205,6,100,527397
284,2,48,601974
101,4,10,295111
208,5,92,513847
235,5,31,579448
210,2,79,430377
33,6,42,207043
194,4,11,485616
179,4,85,422071
74,6,42,283843
222,2,74,470369
125,3,44,301190
81,4,37,245264
231,6,78,572195
98,5,30,314451
278,2,58,573723
111,5,76,320422
223,4,0,547243
157,3,22,387279
72,4,32,229602
65,6,87,248707
