id,nombre,altura,peso,experiencia_base,es_predeterminado,tipos,habilidades,hp,ataque,defensa,ataque_especial,defensa_especial,velocidad,stat_total,url_sprite,url_imagen_oficial
994,Iron-moth,1.2,36.0,285.0,True,"Fire,Poison",Quark-drive,80,70,60,140,110,110,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/994.png
995,Iron-thorns,1.6,303.0,285.0,True,"Rock,Electric",Quark-drive,100,134,110,70,84,72,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/995.png
996,Frigibax,0.5,17.0,64.0,True,"Dragon,Ice","Thermal-exchange,Ice-body",65,75,45,35,45,55,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/996.png
997,Arctibax,0.8,30.0,148.0,True,"Dragon,Ice","Thermal-exchange,Ice-body",90,95,66,45,65,62,423,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/997.png
998,Baxcalibur,2.1,210.0,300.0,True,"Dragon,Ice","Thermal-exchange,Ice-body",115,145,92,75,86,87,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/998.png
999,Gimmighoul,0.3,5.0,60.0,True,Ghost,Rattled,45,30,70,75,70,10,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/999.png
1000,Gholdengo,1.2,30.0,275.0,True,"Steel,Ghost",Good-as-gold,87,60,95,133,91,84,550,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1000.png
1001,Wo-chien,1.5,74.2,285.0,True,"Dark,Grass",Tablets-of-ruin,85,85,100,95,135,70,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1001.png
1002,Chien-pao,1.9,152.2,285.0,True,"Dark,Ice",Sword-of-ruin,80,120,80,90,65,135,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1002.png
1003,Ting-lu,2.7,699.7,285.0,True,"Dark,Ground",Vessel-of-ruin,155,110,125,55,80,45,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1003.png
1004,Chi-yu,0.4,4.9,285.0,True,"Dark,Fire",Beads-of-ruin,55,80,80,135,120,100,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1004.png
1005,Roaring-moon,2.0,380.0,295.0,True,"Dragon,Dark",Protosynthesis,105,139,71,55,101,119,590,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1005.png
1006,Iron-valiant,1.4,35.0,295.0,True,"Fairy,Fighting",Quark-drive,74,130,90,120,60,116,590,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1006.png
1007,Koraidon,2.5,303.0,335.0,True,"Fighting,Dragon",Orichalcum-pulse,100,135,115,85,100,135,670,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1007.png
1008,Miraidon,3.5,240.0,335.0,True,"Electric,Dragon",Hadron-engine,100,85,100,135,115,135,670,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1008.png
1009,Walking-wake,3.5,280.0,295.0,True,"Water,Dragon",Protosynthesis,99,83,91,125,83,109,590,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1009.png
1010,Iron-leaves,1.5,125.0,295.0,True,"Grass,Psychic",Quark-drive,90,130,88,70,108,104,590,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1010.png
1011,Dipplin,0.4,9.7,170.0,True,"Grass,Dragon","Supersweet-syrup,Gluttony,Sticky-hold",80,80,110,95,80,40,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1011.png
1012,Poltchageist,0.1,1.1,62.0,True,"Grass,Ghost","Hospitality,Heatproof",40,45,45,74,54,50,308,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1012.png
1013,Sinistcha,0.2,2.2,178.0,True,"Grass,Ghost","Hospitality,Heatproof",71,60,106,121,80,70,508,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1013.png
1014,Okidogi,1.8,92.2,278.0,True,"Poison,Fighting","Toxic-chain,Guard-dog",88,128,115,58,86,80,555,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1014.png
1015,Munkidori,1.0,12.2,278.0,True,"Poison,Psychic","Toxic-chain,Frisk",88,75,66,130,90,106,555,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1015.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1015.png
1016,Fezandipiti,1.4,30.1,278.0,True,"Poison,Fairy","Toxic-chain,Technician",88,91,82,70,125,99,555,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1016.png
1017,Ogerpon,1.2,39.8,275.0,True,Grass,Defiant,80,120,84,60,96,110,550,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1017.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1017.png
1018,Archaludon,2.0,60.0,300.0,True,"Steel,Dragon","Stamina,Sturdy,Stalwart",90,105,130,125,65,85,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1018.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1018.png
1019,Hydrapple,1.8,93.0,270.0,True,"Grass,Dragon","Supersweet-syrup,Regenerator,Sticky-hold",106,80,110,120,80,44,540,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1019.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1019.png
1020,Gouging-fire,3.5,590.0,295.0,True,"Fire,Dragon",Protosynthesis,105,115,121,65,93,91,590,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1020.png
1021,Raging-bolt,5.2,480.0,295.0,True,"Electric,Dragon",Protosynthesis,125,73,91,137,89,75,590,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1021.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1021.png
1022,Iron-boulder,1.5,162.5,295.0,True,"Rock,Psychic",Quark-drive,90,120,80,68,108,124,590,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1022.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1022.png
1023,Iron-crown,1.6,156.0,295.0,True,"Steel,Psychic",Quark-drive,90,72,100,122,108,98,590,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1023.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1023.png
1024,Terapagos,0.2,6.5,90.0,True,Normal,Tera-shift,90,65,85,65,85,60,450,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1024.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1024.png
1025,Pecharunt,0.3,0.3,300.0,True,"Poison,Ghost",Poison-puppeteer,88,88,160,88,88,88,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1025.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1025.png
10001,Deoxys-attack,1.7,60.8,270.0,True,Psychic,Pressure,50,180,20,180,20,150,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10001.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10001.png
10002,Deoxys-defense,1.7,60.8,270.0,True,Psychic,Pressure,50,70,160,70,160,90,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10002.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10002.png
10003,Deoxys-speed,1.7,60.8,270.0,True,Psychic,Pressure,50,95,90,95,90,180,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10003.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10003.png
10004,Wormadam-sandy,0.5,6.5,148.0,True,"Bug,Ground","Anticipation,Overcoat",60,79,105,59,85,36,424,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10004.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10004.png
10005,Wormadam-trash,0.5,6.5,148.0,True,"Bug,Steel","Anticipation,Overcoat",60,69,95,69,95,36,424,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10005.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10005.png
10006,Shaymin-sky,0.4,5.2,270.0,True,"Grass,Flying",Serene-grace,100,103,75,120,75,127,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10006.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10006.png
10007,Giratina-origin,6.9,650.0,340.0,True,"Ghost,Dragon",Levitate,150,120,100,120,100,90,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10007.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10007.png
10008,Rotom-heat,0.3,0.3,182.0,True,"Electric,Fire",Levitate,50,65,107,105,107,86,520,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10008.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10008.png
10009,Rotom-wash,0.3,0.3,182.0,True,"Electric,Water",Levitate,50,65,107,105,107,86,520,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10009.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10009.png
10010,Rotom-frost,0.3,0.3,182.0,True,"Electric,Ice",Levitate,50,65,107,105,107,86,520,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10010.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10010.png
10011,Rotom-fan,0.3,0.3,182.0,True,"Electric,Flying",Levitate,50,65,107,105,107,86,520,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10011.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10011.png
10012,Rotom-mow,0.3,0.3,182.0,True,"Electric,Grass",Levitate,50,65,107,105,107,86,520,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10012.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10012.png
10013,Castform-sunny,0.3,0.8,147.0,True,Fire,Forecast,70,70,70,70,70,70,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10013.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10013.png
10014,Castform-rainy,0.3,0.8,147.0,True,Water,Forecast,70,70,70,70,70,70,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10014.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10014.png
10015,Castform-snowy,0.3,0.8,147.0,True,Ice,Forecast,70,70,70,70,70,70,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10015.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10015.png
10016,Basculin-blue-striped,1.0,18.0,161.0,True,Water,"Rock-head,Adaptability,Mold-breaker",70,92,65,80,55,98,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10016.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10016.png
10017,Darmanitan-zen,1.3,92.9,189.0,True,"Fire,Psychic","Sheer-force,Zen-mode",105,30,105,140,105,55,540,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10017.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10017.png
10018,Meloetta-pirouette,0.6,6.5,270.0,True,"Normal,Fighting",Serene-grace,100,128,90,77,77,128,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10018.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10018.png
10019,Tornadus-therian,1.4,63.0,290.0,True,Flying,Regenerator,79,100,80,110,90,121,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10019.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10019.png
10020,Thundurus-therian,3.0,61.0,290.0,True,"Electric,Flying",Volt-absorb,79,105,70,145,80,101,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10020.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10020.png
10021,Landorus-therian,1.3,68.0,300.0,True,"Ground,Flying",Intimidate,89,145,90,105,80,91,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10021.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10021.png
10022,Kyurem-black,3.3,325.0,350.0,True,"Dragon,Ice",Teravolt,125,170,100,120,90,95,700,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10022.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10022.png
10023,Kyurem-white,3.6,325.0,350.0,True,"Dragon,Ice",Turboblaze,125,120,90,170,100,95,700,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10023.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10023.png
10024,Keldeo-resolute,1.4,48.5,290.0,True,"Water,Fighting",Justified,91,72,90,129,90,108,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10024.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10024.png
10025,Meowstic-female,0.6,8.5,163.0,True,Psychic,"Keen-eye,Infiltrator,Competitive",74,48,76,83,81,104,466,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10025.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10025.png
10026,Aegislash-blade,1.7,53.0,250.0,True,"Steel,Ghost",Stance-change,60,140,50,140,50,60,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10026.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10026.png
10027,Pumpkaboo-small,0.3,3.5,67.0,True,"Ghost,Grass","Pickup,Frisk,Insomnia",44,66,70,44,55,56,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10027.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10027.png
10028,Pumpkaboo-large,0.5,7.5,67.0,True,"Ghost,Grass","Pickup,Frisk,Insomnia",54,66,70,44,55,46,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10028.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10028.png
10029,Pumpkaboo-super,0.8,15.0,67.0,True,"Ghost,Grass","Pickup,Frisk,Insomnia",59,66,70,44,55,41,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10029.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10029.png
10030,Gourgeist-small,0.7,9.5,173.0,True,"Ghost,Grass","Pickup,Frisk,Insomnia",55,85,122,58,75,99,494,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10030.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10030.png
10031,Gourgeist-large,1.1,14.0,173.0,True,"Ghost,Grass","Pickup,Frisk,Insomnia",75,95,122,58,75,69,494,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10031.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10031.png
10032,Gourgeist-super,1.7,39.0,173.0,True,"Ghost,Grass","Pickup,Frisk,Insomnia",85,100,122,58,75,54,494,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10032.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10032.png
10033,Venusaur-mega,2.4,155.5,281.0,True,"Grass,Poison",Thick-fat,80,100,123,122,120,80,625,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10033.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10033.png
10034,Charizard-mega-x,1.7,110.5,285.0,True,"Fire,Dragon",Tough-claws,78,130,111,130,85,100,634,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10034.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10034.png
10035,Charizard-mega-y,1.7,100.5,285.0,True,"Fire,Flying",Drought,78,104,78,159,115,100,634,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10035.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10035.png
10036,Blastoise-mega,1.6,101.1,284.0,True,Water,Mega-launcher,79,103,120,135,115,78,630,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10036.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10036.png
10037,Alakazam-mega,1.2,48.0,270.0,True,Psychic,Trace,55,50,65,175,105,150,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10037.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10037.png
10038,Gengar-mega,1.4,40.5,270.0,True,"Ghost,Poison",Shadow-tag,60,65,80,170,95,130,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10038.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10038.png
10039,Kangaskhan-mega,2.2,100.0,207.0,True,Normal,Parental-bond,105,125,100,60,100,100,590,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10039.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10039.png
10040,Pinsir-mega,1.7,59.0,210.0,True,"Bug,Flying",Aerilate,65,155,120,65,90,105,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10040.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10040.png
10041,Gyarados-mega,6.5,305.0,224.0,True,"Water,Dark",Mold-breaker,95,155,109,70,130,81,640,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10041.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10041.png
10042,Aerodactyl-mega,2.1,79.0,215.0,True,"Rock,Flying",Tough-claws,80,135,85,70,95,150,615,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10042.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10042.png
10043,Mewtwo-mega-x,2.3,127.0,351.0,True,"Psychic,Fighting",Steadfast,106,190,100,154,100,130,780,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10043.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10043.png
10044,Mewtwo-mega-y,1.5,33.0,351.0,True,Psychic,Insomnia,106,150,70,194,120,140,780,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10044.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10044.png
10045,Ampharos-mega,1.4,61.5,275.0,True,"Electric,Dragon",Mold-breaker,90,95,105,165,110,45,610,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10045.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10045.png
10046,Scizor-mega,2.0,125.0,210.0,True,"Bug,Steel",Technician,70,150,140,65,100,75,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10046.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10046.png
10047,Heracross-mega,1.7,62.5,210.0,True,"Bug,Fighting",Skill-link,80,185,115,40,105,75,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10047.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10047.png
10048,Houndoom-mega,1.9,49.5,210.0,True,"Dark,Fire",Solar-power,75,90,90,140,90,115,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10048.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10048.png
10049,Tyranitar-mega,2.5,255.0,315.0,True,"Rock,Dark",Sand-stream,100,164,150,95,120,71,700,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10049.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10049.png
10050,Blaziken-mega,1.9,52.0,284.0,True,"Fire,Fighting",Speed-boost,80,160,80,130,80,100,630,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10050.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10050.png
10051,Gardevoir-mega,1.6,48.4,278.0,True,"Psychic,Fairy",Pixilate,68,85,65,165,135,100,618,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10051.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10051.png
10052,Mawile-mega,1.0,23.5,168.0,True,"Steel,Fairy",Huge-power,50,105,125,55,95,50,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10052.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10052.png
10053,Aggron-mega,2.2,395.0,284.0,True,Steel,Filter,70,140,230,60,80,50,630,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10053.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10053.png
10054,Medicham-mega,1.3,31.5,179.0,True,"Fighting,Psychic",Pure-power,60,100,85,80,85,100,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10054.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10054.png
10055,Manectric-mega,1.8,44.0,201.0,True,Electric,Intimidate,70,75,80,135,80,135,575,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10055.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10055.png
10056,Banette-mega,1.2,13.0,194.0,True,Ghost,Prankster,64,165,75,93,83,75,555,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10056.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10056.png
10057,Absol-mega,1.2,49.0,198.0,True,Dark,Magic-bounce,65,150,60,115,60,115,565,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10057.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10057.png
10058,Garchomp-mega,1.9,95.0,315.0,True,"Dragon,Ground",Sand-force,108,170,115,120,95,92,700,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10058.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10058.png
10059,Lucario-mega,1.3,57.5,219.0,True,"Fighting,Steel",Adaptability,70,145,88,140,70,112,625,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10059.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10059.png
10060,Abomasnow-mega,2.7,185.0,208.0,True,"Grass,Ice",Snow-warning,90,132,105,132,105,30,594,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10060.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10060.png
10061,Floette-eternal,0.2,0.9,243.0,True,Fairy,"Flower-veil,Symbiosis",74,65,67,125,128,92,551,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10061.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10061.png
10062,Latias-mega,1.8,52.0,315.0,True,"Dragon,Psychic",Levitate,80,100,120,140,150,110,700,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10062.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10062.png
10063,Latios-mega,2.3,70.0,315.0,True,"Dragon,Psychic",Levitate,80,130,100,160,120,110,700,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10063.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10063.png
